name	ingredient	rxcui
naraya plus	drospirenone, ethinylestradiol | lactose anhydrous	1307662
narben	allium cepa ferm 34a Ø, barium citricum dil. d10 aquos. (hab, vs. 8b), cutis feti bovis gl dil. d4 (hab, vs. 41b), hirudo medicinalis ex animale toto gl Ø (hab, vs. 41c), mesenchym bovis gl dil. d4 (hab, vs. 41b), thuja occidentalis e summitatibus ferm 33e dil. d6 (hab, vs. 33e), vespa crabro ex animale toto gl dil. d3 (hab, vs. 41c), polygonatum odoratum e radice ferm 33d dil. d2 (hab, vs. 33d), rosemary oil	90945
narcan	naloxone	7242
narcaricin mite	benzbromarone	1385
nardil	phenelzine	8123
nareten	rivaroxaban	1114195
nargoran	cetirizine dihydrochloride	203150
narhimed naso chiuso	xylometazoline hydrochloride	54220
narhimed naso chiuso aroma mentolo	xylometazoline hydrochloride	54220
narigen	ranitidine hydrochloride	203136
narine repetabs	loratadine, pseudoephedrine sulphate	214682
naristar	pseudoephedrine hydrochloride, cetirizine dihydrochloride	352367
narop	ropivacaine hydrochloride	236539
naropeine	ropivacaine hydrochloride monohydrate	1298851
naropin	ropivacaine hydrochloride	236539
naropin	ropivacaine hydrochloride monohydrate	1298851
naropin amp. 10 ml	ropivacaine hydrochloride	236539
naropin amp. 20 ml	ropivacaine hydrochloride	236539
naropin bag 100 ml	ropivacaine hydrochloride	236539
naropin bag 200 ml	ropivacaine hydrochloride	236539
naropina	ropivacaine hydrochloride	236539
narox	etoricoxib	307296
nartex	sodium oxybate	9899
narva sr	indapamide	5764
nasa rhinathiol	xylometazoline hydrochloride	54220
nasacort	triamcinolone acetonide	10761
nasacort allergy	triamcinolone acetonide	10761
nasadur	xylometazoline hydrochloride	54220
nasadur 1 mg/ml	xylometazoline hydrochloride	54220
nasal decongestant	oxymetazoline hydrochloride	106101
nasamet	mometasone furoate	30145
nasarox	oxymetazoline hydrochloride	106101
nasarox mentol	oxymetazoline hydrochloride	106101
nasasinutab	xylometazoline hydrochloride	54220
nasasinutab sine conservans	xylometazoline hydrochloride	54220
nasatrim	triamcinolone acetonide	10761
nasen	zolpidem tartrate	221183
nasenbalsam für kinder	berberis vulgaris e fructibus ferm 33c Ø (hab, vs. 33c), wässrige kolloide siliciumdioxidlösung (entsprechend silicea colloidalis 0,05 g) hergestellt mit citronensäure-monohydrat, peru balsam, prunus spinosa e fructibus la 25% (hab, vs. 12o)	33219
nasengel	xylometazoline hydrochloride	54220
nasenspray	xylometazoline hydrochloride	54220
nasenspray elac ohne konservierungsstoffe zur anwendung bei erwachsenen und schulkindern	xylometazoline hydrochloride	54220
nasenspray erwachsene	xylometazoline hydrochloride	54220
nasenspray kinder	xylometazoline hydrochloride	54220
nasenspray sine	xylometazoline hydrochloride	54220
nasenspray zentiva	xylometazoline hydrochloride	54220
nasentropfen	xylometazoline hydrochloride	54220
nasentropfen erwachsene	xylometazoline hydrochloride	54220
nasentropfen kinder	xylometazoline hydrochloride	54220
nasenöl	calendula officinalis, flos h 10 %, hydrargyrum sulfuratum rubrum dil. d5, ol. sesami, matricariae flos h 10 %	285222
naseptin	chlorhexidine dihydrochloride, neomycin sulfate	820887
naseptin nasal	chlorhexidine dihydrochloride, neomycin sulfate	820887
nasex	xylometazoline hydrochloride	54220
nasiben baby sanft	oxymetazoline hydrochloride	106101
nasiben sanft	oxymetazoline hydrochloride	106101
nasiben sanft für kleinkinder	oxymetazoline hydrochloride	106101
nasic	dexpanthenol	22701
nasienie płesznika	psyllium seed	82088
nasin	oxymetazoline hydrochloride	106101
nasirus forte	eucalyptus oil	59087
nasitrim	oxymetazoline hydrochloride	106101
nasivin	oxymetazoline hydrochloride	106101
nasivin 0,5 mg/ml	oxymetazoline hydrochloride	106101
nasivin baby tartósítószermentes	oxymetazoline hydrochloride	106101
nasivin baby; 0,1 mg/ml	oxymetazoline hydrochloride	106101
nasivin classic	oxymetazoline hydrochloride	106101
nasivin classic sanft	oxymetazoline hydrochloride	106101
nasivin classic tartósítószermentes	oxymetazoline hydrochloride	106101
nasivin classic tartósítószermentes (15ml)	oxymetazoline hydrochloride	106101
nasivin doseerspray	oxymetazoline hydrochloride	106101
nasivin dosiertropfer ohne konservierungsstoffe baby	oxymetazoline hydrochloride	106101
nasivin druppels	oxymetazoline hydrochloride	106101
nasivin erwachsene und schulkinder	oxymetazoline hydrochloride	106101
nasivin für erwachsene und schulkinder	oxymetazoline hydrochloride	106101
nasivin kids	oxymetazoline hydrochloride	106101
nasivin kids tartósítószermentes (10 ml)	oxymetazoline hydrochloride	106101
nasivin kids tartósítószermentes (15ml)	oxymetazoline hydrochloride	106101
nasivin kinder	oxymetazoline hydrochloride	106101
nasivin kinder sanft	oxymetazoline hydrochloride	106101
nasivin ohne konservierungsstoffe erwachsene und schulkinder	oxymetazoline hydrochloride	106101
nasivin ohne konservierungsstoffe kleinkinder	oxymetazoline hydrochloride	106101
nasivin pro děti	oxymetazoline hydrochloride	106101
nasivin pro kojence 0,1 mg/ml	oxymetazoline hydrochloride	106101
nasivin sensitive	oxymetazoline hydrochloride	106101
nasivin sensitive pro děti	oxymetazoline hydrochloride	106101
nasivin sensitive pro kojence	oxymetazoline hydrochloride	106101
nasivin soft	oxymetazoline hydrochloride	106101
nasivin spray	oxymetazoline hydrochloride	106101
nasivin zonder conserveermiddel	oxymetazoline hydrochloride	106101
nasivin zonder conserveermiddelen	oxymetazoline hydrochloride	106101
nasment	xylometazoline hydrochloride	54220
naso	xylometazoline hydrochloride	54220
nasoaldo	mometasone furoate	30145
nasobec	beclometasone dipropionate	1348
nasobec aqueous	beclometasone dipropionate	1348
nasobec hayfever	beclometasone dipropionate	1348
nasofan	fluticasone propionate	50121
nasofan allergy	fluticasone propionate	50121
nasofan aqueous	fluticasone propionate	50121
nasoferm	xylometazoline hydrochloride	54220
nasolin	xylometazoline hydrochloride	54220
nasolina	oxymetazoline hydrochloride	106101
nasomaris	xylometazoline hydrochloride	54220
nasomet	mometasone furoate	30145
nasometin	mometasone furoate	30145
nasomixin c.m.	phenylephrine hydrochloride	8164
nasonal	xylometazoline hydrochloride	54220
nasonex	mometasone furoate	30145
nasonex aquosum	mometasone furoate	30145
nasopronal	mometasone furoate	30145
nasorhinathiol	oxymetazoline hydrochloride	106101
nasotasone	mometasone furoate	30145
nasoxyl	xylometazoline hydrochloride	54220
nasoxyl paediatric	xylometazoline hydrochloride	54220
nasoxylin	oxymetazoline hydrochloride	106101
nasvical	ketorolac trometamol	28200
natagal sr	galantamine	4637
natalya	desogestrel, ethinylestradiol	324044
natam	amlodipine besilate	104416
natecal	calcium carbonate	1897
natecal 600	calcium carbonate	1897
nateran	exemestane	258494
nati-k	potassium tartrate	55024
natibo	risperidone	35636
natiser plus	hydrochlorothiazide, telmisartan	284636
natispray	glyceryl trinitrate	4917
natpar	parathyroid hormone (rdna)	1427222
natr. chlorid orion	sodium chloride	9863
natr. chlorid. orion	sodium chloride	9863
natribic	sodium hydrogen carbonate	36676
natriclo	sodium chloride	9863
natrii chlorati  isotonica  1/2  cum  glucoso imuna	sodium chloride, glucose	108190
natrii iodidum (131i) polatom	sodium iodide (131i)	91535
natrii iodidum [131i] ge healthcare	sodium iodide (131i)	91535
natrija hlorids kalceks	sodium chloride	9863
natrijev alendronat accord	alendronic acid	236083
natrijev hidrogenkarbonat braun	sodium hydrogen carbonate	36676
natrijev klorid alkaloid	sodium chloride	9863
natrijev klorid alkaloid-int	sodium chloride	9863
natrijev klorid b. braun	sodium chloride	9863
natrijev klorid baxter	sodium chloride	9863
natrijev klorid braun	sodium chloride	9863
natrijev klorid fresenius kabi	sodium chloride	9863
natrijev klorid hztm	sodium chloride	9863
natrijev klorid viaflo agmar d.o.o.	sodium chloride	9863
natrijev levotiroksinat accord	levothyroxine sodium	40144
natrijev oksibat accord	sodium oxybate	9899
natrijev oksibat kalceks	sodium oxybate	9899
natrijev risedronat lek	risedronate sodium	60334
natrilix	indapamide	5764
natrilix retard	indapamide	5764
natrilix sr	indapamide	5764
natrio chloridas sanitas	sodium chloride	9863
natrio jodidas [131i] ge healthcare	sodium iodide (131i)	91535
natrium (131i) jodid ge healthcare	sodium iodide (131i)	91535
natrium bicarbonaat b. braun melsungen	sodium hydrogen carbonate	36676
natrium bicarbonicum polpharma	sodium hydrogen carbonate	36676
natrium chloratum baxter	sodium chloride	9863
natrium chloratum biotika	sodium chloride	9863
natrium chloratum fresenius	sodium chloride	9863
natrium chloratum kabi	sodium chloride	9863
natrium chloratum physiolog baxter	sodium chloride	9863
natrium chloratum physiologicum medipharm	sodium chloride	9863
natrium chloratum physiologicum noridem	sodium chloride	9863
natrium chloratum teva	sodium chloride	9863
natrium chloratum teva-„pm”	sodium chloride	9863
natrium fusidat essential pharma	fusidic acid	4608
natrium salicylicum biotika	sodium salicylate	9907
natrium-hydrogen-carbonicum pharmamagist	sodium hydrogen carbonate	36676
natriumbenzylpenicilline sandoz	benzylpenicillin sodium	9900
natriumbicarbonat fresenius	sodium hydrogen carbonate	36676
natriumbicarbonate braun	sodium hydrogen carbonate	36676
natriumbikarbonat evolan	sodium hydrogen carbonate	36676
natriumbikarbonat fresenius kabi	sodium hydrogen carbonate	36676
natriumbikarbonat meda	sodium hydrogen carbonate	36676
natriumbikarbonat ”sad”	sodium hydrogen carbonate	36676
natriumbikarbonat, viaflo baxter	sodium hydrogen carbonate	36676
natriumchlorid b. braun	sodium chloride	9863
natriumchlorid bernburg	sodium chloride	9863
natriumchlorid braun	sodium chloride	9863
natriumchlorid deltamedica	sodium chloride	9863
natriumchlorid dirinco	sodium chloride	9863
natriumchlorid fresenius	sodium chloride	9863
natriumchlorid fresenius kabi	sodium chloride	9863
natriumchlorid grifols	sodium chloride	9863
natriumchlorid kabipac	sodium chloride	9863
natriumchlorid macopharma	sodium chloride	9863
natriumchlorid noridem	sodium chloride	9863
natriumchlorid serag-wiessner	sodium chloride	9863
natriumchlorid, viaflo baxter	sodium chloride	9863
natriumchlorid-infusionslösung 154	sodium chloride	9863
natriumchlorid-lösung bernburg	sodium chloride	9863
natriumchlorid-lösung eifelfango®	sodium chloride	9863
natriumchloride b. braun avitum	sodium chloride	9863
natriumchloride b. braun melsungen	sodium chloride	9863
natriumchloride baxter	sodium chloride	9863
natriumchloride baxter b.v	sodium chloride	9863
natriumchloride cf	sodium chloride	9863
natriumchloride dirinco	sodium chloride	9863
natriumchloride fresenius kabi	sodium chloride	9863
natriumchloride fresenius kabi nederland	sodium chloride	9863
natriumchloride kabipac	sodium chloride	9863
natriumchloride macopharma	sodium chloride	9863
natriumchloride noridem	sodium chloride	9863
natriumchloride, viaflo baxter	sodium chloride	9863
natriumcromoglicaat allergieneusspray htp	sodium cromoglicate	3538
natriumcromoglicaat allergieoogdruppels htp	sodium cromoglicate	3538
natriumcromoglicaat apotex	sodium cromoglicate	3538
natriumcromoglicaat basic pharma manufacturing	sodium cromoglicate	3538
natriumcromoglicaat bb	sodium cromoglicate	3538
natriumcromoglicaat omega pharma nederland b.v.	sodium cromoglicate	3538
natriumcromoglicaat sandoz	sodium cromoglicate	3538
natriumcromoglicaat teva	sodium cromoglicate	3538
natriumcromoglicat micro labs	sodium cromoglicate	3538
natriumdisulfit smartpractice europe	sodium metabisulfite	36696
natriumedetat smartpractice europe	sodium edetate	3539
natriumfluorescein minims bausch&lomb pharma	fluorescein sodium	57789
natriumfluoresceïne minims bausch&lomb pharma	fluorescein sodium	57789
natriumfluorid baer	sodium fluoride	9873
natriumfusidat “essential pharma (m)”	fusidic acid	4608
natriumhydrogencarbonat -	sodium hydrogen carbonate	36676
natriumhydrogencarbonat b. braun	sodium hydrogen carbonate	36676
natriumhydrogencarbonat bernburg	sodium hydrogen carbonate	36676
natriumhydrogencarbonat deltamedica	sodium hydrogen carbonate	36676
natriumhydrogencarbonat fresenius	sodium hydrogen carbonate	36676
natriumhydrogencarbonat fresenius kabi deutschland	sodium hydrogen carbonate	36676
natriumhydrogencarbonat-lösung 8,4 %	sodium hydrogen carbonate	36676
natriumhydrogencarbonat-lösung fresenius kabi deutschland	sodium hydrogen carbonate	36676
natriumhydrogenkarbonat b. braun	sodium hydrogen carbonate	36676
natriumiodid (i131) zur therapie curium netherlands	sodium iodide (131i)	91535
natriumjodid (131i) curium	sodium iodide (131i)	91535
natriumjodid (131i) diagnostikkapseln ge healthcare	sodium iodide (131i)	91535
natriumjodid (131i) diagnostisk ge healthcare	sodium iodide (131i)	91535
natriumjodid (131i) ge healthcare	sodium iodide (131i)	91535
natriumjodid (131j) diagnostik ge healthcare buchler	sodium iodide (131i)	91535
natriumjodid (131j) ge healthcare buchler gmbh & co. kg	sodium iodide (131i)	91535
natriumjodid (i-123) mallincrodt medical	sodium iodide (123 i)	91531
natriumjodid (i-131) ge healthcare	sodium iodide (131i)	91535
natriumjodid (i-131) mallinckrodt medical	sodium iodide (131i)	91535
natriumjodid [123i] ge healthcare	sodium iodide (123 i)	91531
natriumjodide (131i) ge healthcare	sodium iodide (131i)	91535
natriumklorid abcur	sodium chloride	9863
natriumklorid b. braun	sodium chloride	9863
natriumklorid baxter	sodium chloride	9863
natriumklorid braun	sodium chloride	9863
natriumklorid cum glucos braun	sodium chloride, glucose	108190
natriumklorid evolan	sodium chloride	9863
natriumklorid fresenius kabi	sodium chloride	9863
natriumklorid isotonisk dak	sodium chloride	9863
natriumklorid isotonisk ”sad”	sodium chloride	9863
natriumklorid noridem	sodium chloride	9863
natriumklorid sad	sodium chloride	9863
natriumklorid, viaflo baxter	sodium chloride	9863
natriumklorid-glucos viaflo baxter	sodium chloride, glucose	108190
natriumklorid-glucos, viaflo baxter	sodium chloride, glucose	108190
natriumkromoglikat abece	sodium cromoglicate	3538
natriumlevofolinat medac	levoleucovorin disodium	2107308
natriumnitriet hope	sodium nitrite	9894
natriumnitrit hope	sodium nitrite	9894
natriumoksibaatti ascend	sodium oxybate	9899
natriumoksibaatti kalceks	sodium oxybate	9899
natriumoksybat ascend	sodium oxybate	9899
natriumoksybat kalceks	sodium oxybate	9899
natriumoxibat ascend	sodium oxybate	9899
natriumoxibat kalceks	sodium oxybate	9899
natriumoxibat reig jofre	sodium oxybate	9899
natriumoxybaat accord	sodium oxybate	9899
natriumoxybaat kalceks	sodium oxybate	9899
natriumoxybaat mylan	sodium oxybate	9899
natriumoxybat	sodium oxybate	9899
natriumoxybat accord	sodium oxybate	9899
natriumoxybat aristo	sodium oxybate	9899
natriumoxybat ascend	sodium oxybate	9899
natriumoxybat ethypharm	sodium oxybate	9899
natriumoxybat kalceks	sodium oxybate	9899
natriumoxybat mylan	sodium oxybate	9899
natriumphosphat braun	disodium phosphate dodecahydrate, sodium dihydrogen phosphate dihydrate	1311311
natriumrisedronaat sandoz	risedronate sodium	60334
natriumthiosulfaat hope	sodium thiosulfate	36726
natriumthiosulfatoaurat (hydratisiert) smartpractice europe	sodium aurotiosulfate	9876
natriumtiosulfat hope	sodium thiosulfate	36726
natriumvalproaat apotex	sodium valproate	9919
natriumvalproaat aurobindo	sodium valproate	9919
natriumvalproaat chrono 1a pharma	sodium valproate	9919
natriumvalproaat chrono aurobindo	sodium valproate	9919
natriumvalproaat sandoz	sodium valproate	9919
natriumvalproat aristo	sodium valproate	9919
natriumvalproat g.l.	sodium valproate	9919
natriumwaterstofcarbonaat b.braun melsungen	sodium hydrogen carbonate	36676
natriumwaterstofcarbonaat fresenius kabi	sodium hydrogen carbonate	36676
natriumwaterstofcarbonaat fresenius kabi nederland	sodium hydrogen carbonate	36676
natrofen	cefprozil	19552
natterman bronchicum	sucrose	10159
natterman hoestdrank extra sterk suikervrij	bromhexine hydrochloride	1601
natterman hoestdrank suikervrij	bromhexine hydrochloride	1601
natterman noscasan	noscapine hydrochloride	7533
nattermann streptofree	dequalinium chloride	3120
natulan	procarbazine	8702
natulan	procarbazine hydrochloride	66925
natures best maximum strength milk thistle	silybum marianum	283579
natures best milk thistle	silybum marianum	283579
nature’s best	valerian root extract	253206
nature’s best cold & flu relief	echinacea purpurea root	259513
nature’s best devils claw	harpagophytum procumbens	236279
nature’s best st john’s wort	hypericum perforatum, dry extract	258326
naturkaps koenzym q10	ubidecarenone	21406
natussic	butamirate citrate	382677
natzon	buprenorphine	1819
nausicalm	dimenhydrinate	3444
nausicalm adultes	dimenhydrinate	3444
nausicalm enfants	dimenhydrinate	3444
nausyn	artemisia absinthium ex herba siccata, ethanol. infusum Ø, cocculus dil. d3, ipecacuanha, ethanol. decoctum dil. d3, nux vomica dil. d9, petroleum rectificatum dil. d7	5975
nautisol	prochlorperazine maleate	8706
navalem	doxylamine hydrogen succinate, pyridoxine hydrochloride	203164
navalit	doxylamine hydrogen succinate, pyridoxine hydrochloride	203164
navazil	donepezil hydrochloride	236559
navela	levonorgestrel	6373
navela 1,5 mg tableta	levonorgestrel	6373
navelbine	vinorelbine	39541
navelbine	vinorelbine tartrate	114527
navelbine oral	vinorelbine	39541
navidoxine	meclozine hydrochloride	82041
navirel	vinorelbine	39541
naviten	eprosartan	83515
naviten combi	eprosartan mesilate, hydrochlorothiazide	352375
navixen	eprosartan	83515
navixen plus	eprosartan, hydrochlorothiazide	352375
navizan	tizanidine	57258
naxalgan	pregabalin	187832
naxan	naloxone hydrochloride	203192
naxestan	exemestane	258494
naxiglo	human normal immunoglobulin	1426680
naxii	naproxen sodium	142442
naxil	acetylcysteine	197
naxil forte	acetylcysteine	197
naxim	ambroxol hydrochloride	438399
naxyl	dequalinium chloride	3120
nazar	naphazoline nitrate	235810
nazdol mr	gliclazide	4816
nazol	naphazoline nitrate	235810
nazol n	xylometazoline hydrochloride	54220
nazonite	fexofenadine hydrochloride	236474
nazopass	oxymetazoline hydrochloride	106101
neatenol diu	atenolol, bendroflumethiazide	153153
nebbud	budesonide	19831
nebcina	tobramycin	10627
nebcine	tobramycin	10627
nebibeta	nebivolol hydrochloride	236883
nebicard	nebivolol hydrochloride	236883
nebicina flaconcino	tobramycin	10627
nebicur	nebivolol hydrochloride	236883
nebid	testosterone undecanoate	37864
nebido	testosterone undecanoate	37864
nebilan	nebivolol hydrochloride	236883
nebilenin	nebivolol hydrochloride	236883
nebilet	nebivolol	31555
nebilet	nebivolol hydrochloride	236883
nebiloc	nebivolol	31555
nebilox	nebivolol	31555
nebimel	nebivolol	31555
nebinad	nebivolol	31555
nebinorm	nebivolol hydrochloride	236883
nebiotin	biotin	1588
nebiphar	nebivolol hydrochloride	236883
nebipuren actavis	nebivolol hydrochloride	236883
nebiscon	nebivolol hydrochloride	236883
nebispes	nebivolol hydrochloride	236883
nebitrix	nebivolol hydrochloride	236883
nebivep	nebivolol hydrochloride	236883
nebivolek	nebivolol hydrochloride	236883
nebivolol 1 a pharma	nebivolol	31555
nebivolol 1 a pharma	nebivolol hydrochloride	236883
nebivolol 1a pharma	nebivolol hydrochloride	236883
nebivolol ab	nebivolol hydrochloride	236883
nebivolol accord healthcare	nebivolol	31555
nebivolol accord-uk	nebivolol hydrochloride	236883
nebivolol actavis	nebivolol	31555
nebivolol actavis	nebivolol hydrochloride	236883
nebivolol al	nebivolol	31555
nebivolol almus	nebivolol hydrochloride	236883
nebivolol amarox	nebivolol	31555
nebivolol amdipharm	nebivolol	31555
nebivolol apotex 5 mg	nebivolol hydrochloride	236883
nebivolol arrow	nebivolol	31555
nebivolol arrow lab	nebivolol	31555
nebivolol arx	nebivolol	31555
nebivolol atb	nebivolol hydrochloride	236883
nebivolol aurobindo	nebivolol hydrochloride	236883
nebivolol aurovitas	nebivolol hydrochloride	236883
nebivolol azevedos	nebivolol hydrochloride	236883
nebivolol biogaran	nebivolol	31555
nebivolol cf	nebivolol	31555
nebivolol ciclum	nebivolol	31555
nebivolol cinfa	nebivolol hydrochloride	236883
nebivolol cristers	nebivolol hydrochloride	236883
nebivolol edigen	nebivolol hydrochloride	236883
nebivolol eg	nebivolol	31555
nebivolol evolugen	nebivolol hydrochloride	236883
nebivolol g.l.	nebivolol hydrochloride	236883
nebivolol genericon	nebivolol hydrochloride	236883
nebivolol generics	nebivolol hydrochloride	236883
nebivolol generics [uk]	nebivolol hydrochloride	236883
nebivolol generis	nebivolol hydrochloride	236883
nebivolol genoptim	nebivolol	31555
nebivolol glenmark	nebivolol hydrochloride	236883
nebivolol glenmark arzneimittel	nebivolol hydrochloride	236883
nebivolol glenmark pharmaceuticals europe	nebivolol hydrochloride	236883
nebivolol goodwill	nebivolol hydrochloride	236883
nebivolol gp	nebivolol	31555
nebivolol heumann	nebivolol hydrochloride	236883
nebivolol hexal	nebivolol	31555
nebivolol inventis	nebivolol hydrochloride	236883
nebivolol krka	nebivolol	31555
nebivolol krka	nebivolol hydrochloride	236883
nebivolol labesfal	nebivolol hydrochloride	236883
nebivolol lannacher	nebivolol hydrochloride	236883
nebivolol macleods	nebivolol	31555
nebivolol macleods pharma uk	nebivolol	31555
nebivolol medreich	nebivolol	31555
nebivolol mercury pharmaceuticals	nebivolol	31555
nebivolol mylan	nebivolol	31555
nebivolol mylan	nebivolol hydrochloride	236883
nebivolol normon	nebivolol hydrochloride	236883
nebivolol orion	nebivolol hydrochloride	236883
nebivolol pensa	nebivolol hydrochloride	236883
nebivolol pentafarma	nebivolol hydrochloride	236883
nebivolol pliva	nebivolol hydrochloride	236883
nebivolol puren	nebivolol hydrochloride	236883
nebivolol ranbaxy	nebivolol hydrochloride	236883
nebivolol ratiopharm	nebivolol	31555
nebivolol ratiopharm	nebivolol hydrochloride	236883
nebivolol sandoz	nebivolol	31555
nebivolol sandoz	nebivolol hydrochloride	236883
nebivolol sandoz ltd	nebivolol	31555
nebivolol stada	nebivolol	31555
nebivolol tarbis	nebivolol	31555
nebivolol terapia	nebivolol hydrochloride	236883
nebivolol teva	nebivolol	31555
nebivolol teva	nebivolol hydrochloride	236883
nebivolol teva santé	nebivolol hydrochloride	236883
nebivolol torrent	nebivolol hydrochloride	236883
nebivolol torrent pharma (uk)	nebivolol	31555
nebivolol vida	nebivolol hydrochloride	236883
nebivolol zentiva	nebivolol hydrochloride	236883
nebivolol zydus	nebivolol hydrochloride	236883
nebivololo abc	nebivolol hydrochloride	236883
nebivololo alter	nebivolol hydrochloride	236883
nebivololo aristo	nebivolol	31555
nebivololo aristo	nebivolol hydrochloride	236883
nebivololo aurobindo italia	nebivolol hydrochloride	236883
nebivololo doc	nebivolol hydrochloride	236883
nebivololo eg	nebivolol	31555
nebivololo krka	nebivolol hydrochloride	236883
nebivololo mylan generics	nebivolol hydrochloride	236883
nebivololo mylan italia	nebivolol hydrochloride	236883
nebivololo pensa	nebivolol hydrochloride	236883
nebivololo ranbaxy	nebivolol hydrochloride	236883
nebivololo sandoz	nebivolol hydrochloride	236883
nebivololo tecnigen	nebivolol hydrochloride	236883
nebivololo teva italia	nebivolol hydrochloride	236883
nebivololo zentiva	nebivolol hydrochloride	236883
nebivor	nebivolol hydrochloride	236883
nebivovol tolife	nebivolol hydrochloride	236883
nebol	nebivolol hydrochloride	236883
nebremel	levonorgestrel	6373
nebulcort	flunisolide	25120
nebulgen adulti	flunisolide	25120
nebulgen bambini	flunisolide	25120
nebulicina	oxymetazoline hydrochloride	106101
nebulin	budesonide	19831
nebyol	nebivolol	31555
neclav	risperidone	35636
necloral	cefaclor	2176
neda	senna pods, tinnevelly, senna leaf powder	2166041
neda	senna pods, tinnevelly, sennae folium	2166041
nedal	nebivolol hydrochloride	236883
nedis	pantoprazole	40790
neditol xl	tolterodine tartrate	221174
nefalgic	nefopam hydrochloride	4324
nefazol	cefazolin sodium	203171
nefopam biocodex	nefopam	7285
nefopam hydrochloride actavis gruop	nefopam hydrochloride	4324
nefopam hydrochloride brown & burk ir	nefopam hydrochloride	4324
nefopam hydrochloride brown & burk uk	nefopam hydrochloride	4324
nefopam hydrochloride dawa	nefopam hydrochloride	4324
nefopam hydrochloride film-coated tablets	nefopam hydrochloride	4324
nefopam hydrochloride focus pharmaceuticals	nefopam hydrochloride	4324
nefopam hydrochloride galen	nefopam hydrochloride	4324
nefopam hydrochloride meda	nefopam hydrochloride	4324
nefopam hydrochloride ria generics	nefopam hydrochloride	4324
nefopam jelfa	nefopam hydrochloride	4324
nefopam medisol	nefopam hydrochloride	4324
neforan	ibuprofen	5640
nefoxef	fexofenadine hydrochloride	236474
nefrix	hydrochlorothiazide	5487
nefro-fer	iron sucrose	24909
nefrocarnit	levocarnitine	42955
nefrocarnit®	levocarnitine	42955
negativkontrolle beim pricktest	sodium chloride	9863
negativkontrolle beim provokations-test	sodium chloride	9863
negatol	policresulen	54908
nekacin	amikacin sulfate	643
nelabocin	cefuroxime	2194
nelconil	nitrendipine	7441
neldivex	nebivolol	31555
nelet	nebivolol hydrochloride	236883
nelibat	atorvastatin	83367
nelkenöl smartpractice europe	clove oil	7624
nelmaubert	amoxicillin	723
nelorpin	pentoxifylline	8013
neltolon	bifonazole	19295
nelya	ethinylestradiol, gestodene | lactose	6211
nemactil	periciazine	8766
nemalin	gentamicin sulfate	1870193
nemdatine	memantine hydrochloride	236685
nemea	clozapine	2626
nemedan	memantine hydrochloride	236685
nemirostad	nebivolol	31555
nemotan	nimodipine	7426
nene-lax abführzäpfchen für schulkinder und erwachsene	glycerol	4910
nene-lax abführzäpfchen für säuglinge	glycerol	4910
neo baby gripe mixture	sodium hydrogen carbonate	36676
neo borocillina	2,4 dichlorobenzyl alcohol	22906
neo borocillina	sodium benzoate, 2,4 dichlorobenzyl alcohol	56455
neo borocillina con vitamina c senza zucchero	ascorbic acid, 2,4 dichlorobenzyl alcohol	1151
neo borocillina fluidificante tosse	ambroxol hydrochloride	438399
neo borocillina gola dolore	flurbiprofen	4502
neo borocillina gola dolore gusto arancia e miele	flurbiprofen	4502
neo borocillina gola dolore gusto limone e miele	flurbiprofen	4502
neo borocillina gola dolore gusto menta	flurbiprofen	4502
neo borocillina gola dolore senza zucchero gusto arancia e miele	flurbiprofen	4502
neo borocillina gola dolore senza zucchero gusto limone e miele	flurbiprofen	4502
neo borocillina gola dolore senza zucchero gusto menta	flurbiprofen	4502
neo borocillina nasale	oxymetazoline hydrochloride	106101
neo borocillina sedativo tosse	dextromethorphan hydrobromide	102490
neo borocillina senza zucchero	sodium benzoate, 2,4 dichlorobenzyl alcohol	56455
neo borocillina tosse	dextromethorphan hydrobromide, 2,4 dichlorobenzyl alcohol	102490
neo candimyk	itraconazole	28031
neo cytamen	hydroxocobalamin	5514
neo emedyl	dimenhydrinate, caffeine	1008947
neo formitrol senza zucchero	cetylpyridinium chloride	2287
neo furadantin	nitrofurantoin, macrocrystalline	235559
neo mercazole	carbimazole	2020
neo-aesculan	hippocastani corticis extractum siccum; der: 40-90:1; ekstrahent: metanol 90 %, lidocaine hydrochloride	142440
neo-angin	amylmetacresol, 2,4 dichlorobenzyl alcohol	236248
neo-angin	benzydamine hydrochloride	81963
neo-angin forte	benzydamine hydrochloride	81963
neo-botacreme	ciclopirox olamine	52172
neo-bronchol	ambroxol hydrochloride	438399
neo-codion enfants	sodium benzoate, codeine camsilate	56455
neo-codion nourrissons	sodium benzoate, polygala syrup, tincture of grindelia	56455
neo-egmol	ketoconazole	6135
neo-endusix	tenoxicam	37790
neo-enteroseptol	loperamide hydrochloride	82038
neo-fulvigal	ticlopidine hydrochloride	97
neo-gilurytmal	prajmalium bitartrate	236896
neo-golaseptine	benzethonium chloride, chlorhexidine digluconate (20% solution)	40036
neo-golaseptine spray	benzethonium chloride, chlorhexidine digluconate (20% solution)	40036
neo-hubber	hydrocortisone acetate, neomycin sulfate	106963
neo-lotan	losartan potassium	203160
neo-mercazole	carbimazole	2020
neo-mycodermol	ciclopirox olamine	52172
neo-naclex-k	bendroflumethiazide, potassium chloride	690057
neo-pancreatinum forte	amylase, lipase, protease	392491
neo-sabenyl	clorofene	21290
neo-sinefrina	phenylephrine hydrochloride	8164
